0.0,100.0,100.0,100.0,100.0,100.0,100.0
1.0,100.0,100.0,100.0,100.0,100.0,100.0
2.0,100.0,100.0,100.0,100.0,100.0,100.0
3.0,100.0,100.0,100.0,100.0,100.0,100.0
4.0,100.0,100.0,100.0,100.0,100.0,100.0
5.0,100.0,100.0,100.0,100.0,100.0,100.0
6.0,100.0,100.0,100.0,100.0,100.0,100.0
7.0,100.0,100.0,100.0,100.0,100.0,100.0
8.0,100.0,100.0,100.0,100.0,100.0,100.0
9.0,100.0,100.0,100.0,100.0,100.0,100.0
10.0,100.0,100.0,100.0,100.0,100.0,100.0
11.0,100.0,100.0,100.0,100.0,100.0,100.0
12.0,100.0,100.0,100.0,100.0,100.0,100.0
13.0,100.0,100.0,100.0,100.0,100.0,100.0
14.0,100.0,100.0,100.0,100.0,100.0,100.0
15.0,100.0,100.0,100.0,100.0,100.0,100.0
16.0,100.0,100.0,100.0,100.0,100.0,100.0
17.0,100.0,100.0,100.0,100.0,100.0,100.0
18.0,100.0,100.0,100.0,100.0,100.0,100.0
19.0,100.0,100.0,100.0,100.0,100.0,100.0
20.0,100.0,100.0,100.0,100.0,100.0,100.0
21.0,100.0,100.0,100.0,100.0,100.0,100.0
22.0,100.0,100.0,100.0,100.0,100.0,100.0
23.0,100.0,100.0,100.0,100.0,100.0,100.0
24.0,100.0,100.0,100.0,100.0,100.0,100.0
25.0,100.0,100.0,100.0,100.0,100.0,100.0
26.0,100.0,100.0,100.0,100.0,100.0,100.0
27.0,100.0,100.0,100.0,100.0,100.0,100.0
28.0,100.0,100.0,100.0,100.0,100.0,100.0
29.0,100.0,100.0,100.0,100.0,100.0,100.0
30.0,100.0,100.0,100.0,100.0,100.0,100.0
31.0,100.0,100.0,100.0,100.0,100.0,100.0
32.0,100.0,100.0,100.0,100.0,100.0,100.0
33.0,100.0,100.0,100.0,100.0,100.0,100.0
34.0,100.0,100.0,100.0,100.0,100.0,100.0
35.0,100.0,100.0,100.0,100.0,100.0,100.0
36.0,100.0,100.0,100.0,100.0,100.0,100.0
37.0,100.0,100.0,100.0,100.0,100.0,100.0
38.0,100.0,100.0,100.0,100.0,100.0,100.0
39.0,100.0,100.0,100.0,100.0,100.0,100.0
40.0,100.0,100.0,100.0,100.0,100.0,100.0
41.0,100.0,100.0,100.0,100.0,100.0,100.0
42.0,100.0,100.0,100.0,100.0,100.0,100.0
43.0,100.0,100.0,100.0,100.0,100.0,100.0
44.0,100.0,100.0,100.0,100.0,100.0,100.0
45.0,100.0,100.0,100.0,100.0,100.0,100.0
46.0,100.0,100.0,100.0,100.0,100.0,100.0
47.0,100.0,100.0,100.0,100.0,100.0,100.0
48.0,100.0,100.0,100.0,100.0,100.0,100.0
49.0,100.0,100.0,100.0,100.0,100.0,100.0
50.0,100.0,100.0,100.0,100.0,100.0,100.0
51.0,100.0,100.0,100.0,100.0,100.0,100.0
52.0,100.0,100.0,100.0,100.0,100.0,100.0
53.0,100.0,100.0,100.0,100.0,100.0,100.0
54.0,100.0,100.0,100.0,100.0,100.0,100.0
55.0,100.0,100.0,100.0,100.0,100.0,100.0
56.0,100.0,100.0,100.0,100.0,100.0,100.0
57.0,100.0,100.0,100.0,100.0,100.0,100.0
58.0,100.0,100.0,100.0,100.0,100.0,100.0
59.0,100.0,100.0,100.0,100.0,100.0,100.0
60.0,100.0,100.0,100.0,100.0,100.0,100.0
61.0,100.0,100.0,100.0,100.0,100.0,100.0
62.0,100.0,100.0,100.0,100.0,100.0,100.0
63.0,100.0,100.0,100.0,100.0,100.0,100.0
64.0,100.0,100.0,100.0,100.0,100.0,100.0
65.0,100.0,100.0,100.0,100.0,100.0,100.0
66.0,100.0,100.0,100.0,100.0,100.0,100.0
67.0,100.0,100.0,100.0,100.0,100.0,100.0
68.0,100.0,100.0,100.0,100.0,100.0,100.0
69.0,100.0,100.0,100.0,100.0,100.0,100.0
